step,env_index,observation,action,clipped_action,direct_joint_command
132,0,"[0.7215744256973267, -0.1302729696035385, -0.7124903202056885, 0.533557116985321, 0.29626861214637756, 0.37360674142837524, -0.02643989957869053, 0.0006140429177321494, 0.018996335566043854, 1.0683162212371826, -0.0875466912984848, -1.4772249460220337, 0.06917229294776917, 0.5256819128990173, -0.04141058772802353, -0.7472875118255615, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.11505353450775146, -0.8223122358322144, -0.02429920621216297, 1.2477349042892456, -0.021170953288674355, -0.7659962773323059, -0.17573745548725128, -1.2711708545684814]","[-0.11505353450775146, -0.8223122358322144, -0.02429920621216297, 1.0, -0.021170953288674355, -0.7659962773323059, -0.17573745548725128, -1.0]","[0.7100690603256226, -0.21250419318675995, -0.7149202227592468, 0.633557140827179, 0.29415151476860046, 0.29700711369514465, -0.04401364549994469, 790.0]"
133,0,"[0.7173289656639099, -0.17471416294574738, -0.7126096487045288, 0.43790316581726074, 0.29469260573387146, 0.3025628626346588, -0.04396660625934601, -0.0007435592706315219, -0.2547543942928314, -2.6184728145599365, 0.10367204248905182, -2.2088782787323, -0.0085452226921916, -2.2758066654205322, 0.02798335626721382, 0.8656206727027893, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.28821900486946106, -0.6379530429840088, 0.12619251012802124, 0.8465318083763123, -0.035801395773887634, -0.9881488680839539, 0.051275335252285004, -1.2039837837219238]","[-0.28821900486946106, -0.6379530429840088, 0.12619251012802124, 0.8465318083763123, -0.035801395773887634, -0.9881488680839539, 0.051275335252285004, -1.0]","[0.688507080078125, -0.23850947618484497, -0.6999903917312622, 0.5225563645362854, 0.2911124527454376, 0.2037479728460312, -0.03883907198905945, 790.0]"
134,0,"[0.6821340322494507, -0.2590230703353882, -0.7073867917060852, 0.3885709345340729, 0.29274535179138184, 0.2036188691854477, -0.038715872913599014, 0.00025990416179411113, -0.6144989132881165, 0.7692938446998596, -0.13594385981559753, 0.5409948825836182, 0.13293014466762543, -2.2204370498657227, 0.024756085127592087, -0.25274893641471863, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5621856451034546, 0.13744820654392242, 0.6630021929740906, 0.6302628517150879, 0.19501993060112, 0.09742317348718643, -0.09126893430948257, -1.3055291175842285]","[0.5621856451034546, 0.13744820654392242, 0.6630021929740906, 0.6302628517150879, 0.19501993060112, 0.09742317348718643, -0.09126893430948257, -1.0]","[0.7383525967597961, -0.2452782541513443, -0.6410865783691406, 0.4515972137451172, 0.3122473359107971, 0.21336118876934052, -0.04784276708960533, 790.0]"
135,0,"[0.7138721942901611, -0.23087292909622192, -0.6827390193939209, 0.45063942670822144, 0.3185737729072571, 0.20836131274700165, -0.04746672138571739, -0.0007223734282888472, 2.04304575920105, -0.5495113730430603, 0.5082956552505493, 0.7940459251403809, -0.5888538956642151, -0.032183948904275894, 0.1275462806224823, 0.9564189314842224, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.665135383605957, 0.496987909078598, -0.8044429421424866, 0.041367240250110626, -0.31292304396629333, 0.3386177718639374, 0.0743633434176445, -1.423492193222046]","[-0.665135383605957, 0.496987909078598, -0.8044429421424866, 0.041367240250110626, -0.31292304396629333, 0.3386177718639374, 0.0743633434176445, -1.0]","[0.6473586559295654, -0.1811741292476654, -0.7631832957267761, 0.4547761380672455, 0.28728145360946655, 0.2422230839729309, -0.04003038629889488, 790.0]"
136,0,"[0.6723614931106567, -0.16468851268291473, -0.6399712562561035, 0.4743801951408386, 0.28298383951187134, 0.2459000051021576, -0.04052776098251343, 0.00045897733070887625, -2.9602441787719727, 0.7618472576141357, 1.7589980363845825, -0.8549014925956726, 1.0955677032470703, 0.7847376465797424, -0.05786922201514244, -0.5087826251983643, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.1476256251335144, -0.6667535305023193, 0.15359234809875488, 1.07993745803833, -0.1366705447435379, -0.2550480365753174, -0.07361038029193878, -1.1326147317886353]","[-0.1476256251335144, -0.6667535305023193, 0.15359234809875488, 1.0, -0.1366705447435379, -0.2550480365753174, -0.07361038029193878, -1.0]","[0.6575989127159119, -0.23136386275291443, -0.624612033367157, 0.5743802189826965, 0.26931679248809814, 0.22039520740509033, -0.047888800501823425, 790.0]"
137,0,"[0.6462461352348328, -0.2214120477437973, -0.6347514986991882, 0.4239008128643036, 0.2716585099697113, 0.2268587052822113, -0.04778056964278221, -0.0006249021971598268, 0.03934137523174286, -1.977846622467041, 0.36479875445365906, -0.9702045321464539, -0.22467952966690063, -1.6125662326812744, 0.0005520445993170142, 0.7388748526573181, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.09716393053531647, 0.06084182858467102, -0.1033683568239212, 0.46671465039253235, 0.0038432665169239044, -0.2285277545452118, 0.06484387814998627, -1.4210772514343262]","[-0.09716393053531647, 0.06084182858467102, -0.1033683568239212, 0.46671465039253235, 0.0038432665169239044, -0.2285277545452118, 0.06484387814998627, -1.0]","[0.6365297436714172, -0.21532785892486572, -0.6450883150100708, 0.470572292804718, 0.272042840719223, 0.20400592684745789, -0.041296180337667465, 790.0]"
138,0,"[0.6355767846107483, -0.20364366471767426, -0.6487269997596741, 0.4607369005680084, 0.27389898896217346, 0.20443814992904663, -0.041239183396101, 0.00010499950440134853, -0.4389568567276001, 0.8902413249015808, -0.24212275445461273, 1.1947598457336426, 0.16830258071422577, -0.45234766602516174, 0.017195258289575577, -0.05633346736431122, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.6695314645767212, 0.12301570177078247, 0.5948034524917603, 0.09712497144937515, 0.24732518196105957, 0.8647165894508362, -0.04840927571058273, -1.1637412309646606]","[0.6695314645767212, 0.12301570177078247, 0.5948034524917603, 0.09712497144937515, 0.24732518196105957, 0.8647165894508362, -0.04840927571058273, -1.0]","[0.7025299072265625, -0.19134210050106049, -0.5892466306686401, 0.47044938802719116, 0.2986315190792084, 0.2909098267555237, -0.04608011245727539, 790.0]"
139,0,"[0.674896776676178, -0.18778929114341736, -0.6299394965171814, 0.4739226996898651, 0.30312466621398926, 0.29150715470314026, -0.045835938304662704, -0.0003868476196657866, 2.6439414024353027, -0.2761365473270416, -0.0796176940202713, -0.7228415608406067, -0.5475038886070251, 1.0475035905838013, 0.09829482436180115, 0.5405913591384888, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.8017157316207886, -0.3202688992023468, -1.0567585229873657, 1.0110162496566772, -0.2703147828578949, -0.7691702246665955, 0.017591729760169983, -1.4916831254959106]","[-0.8017157316207886, -0.3202688992023468, -1.0, 1.0, -0.2703147828578949, -0.7691702246665955, 0.017591729760169983, -1.0]","[0.5947251915931702, -0.2198161780834198, -0.7299395203590393, 0.5739226937294006, 0.27609318494796753, 0.2145901322364807, -0.044076766818761826, 790.0]"
140,0,"[0.620542049407959, -0.2148008495569229, -0.5466771125793457, 0.44123953580856323, 0.27153724431991577, 0.2275589257478714, -0.04471827670931816, 7.106495468178764e-05, -3.055551528930664, -0.31071701645851135, 2.2309491634368896, -0.14197462797164917, 1.1039475202560425, -1.8782918453216553, -0.006512475665658712, -0.07365377247333527, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.30026906728744507, 0.17769157886505127, -0.14779332280158997, 0.36820054054260254, -0.365580290555954, 0.2994062602519989, 0.017503246665000916, -1.1994388103485107]","[-0.30026906728744507, 0.17769157886505127, -0.14779332280158997, 0.36820054054260254, -0.365580290555954, 0.2994062602519989, 0.017503246665000916, -1.0]","[0.59051513671875, -0.19703169167041779, -0.5614564418792725, 0.4780595898628235, 0.23497921228408813, 0.2574995458126068, -0.04296795278787613, 790.0]"
141,0,"[0.5766177177429199, -0.18248336017131805, -0.5747330188751221, 0.4804544448852539, 0.23878969252109528, 0.25777101516723633, -0.042747244238853455, -3.681621456053108e-05, -0.529366135597229, 0.1520177125930786, -0.3249005377292633, 0.30323588848114014, 0.04709643870592117, 0.6542733311653137, 0.004790310747921467, 0.14508910477161407, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5246948599815369, -0.06318846344947815, 0.3635264039039612, 0.4652199447154999, 0.2547885477542877, 0.3222072124481201, 0.012899612076580524, -1.280126929283142]","[0.5246948599815369, -0.06318846344947815, 0.3635264039039612, 0.4652199447154999, 0.2547885477542877, 0.3222072124481201, 0.012899612076580524, -1.0]","[0.6290872097015381, -0.18880221247673035, -0.5383803844451904, 0.526976466178894, 0.26426854729652405, 0.28999173641204834, -0.04145728424191475, 790.0]"
142,0,"[0.6044706106185913, -0.17929336428642273, -0.5582379102706909, 0.5142490863800049, 0.26762133836746216, 0.29312455654144287, -0.041456371545791626, -0.0005282836500555277, 0.6743377447128296, -0.2556636929512024, 1.4703736305236816, 0.6750901341438293, -0.10924234986305237, 0.3137386441230774, 0.006289081647992134, 0.6408057808876038, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.5632528066635132, 0.3160860240459442, -0.9176350235939026, 0.0284408088773489, -0.17696408927440643, 0.3437941074371338, 0.10892093926668167, -1.2981786727905273]","[-0.5632528066635132, 0.3160860240459442, -0.9176350235939026, 0.0284408088773489, -0.17696408927440643, 0.3437941074371338, 0.10892093926668167, -1.0]","[0.5481453537940979, -0.1476847529411316, -0.6500014066696167, 0.5170931816101074, 0.2499249279499054, 0.3275039792060852, -0.03056427836418152, 790.0]"
143,0,"[0.5738008618354797, -0.13447901606559753, -0.5269641876220703, 0.5280141234397888, 0.24644145369529724, 0.33138567209243774, -0.031048497185111046, 0.0002629507798701525, -3.27018666267395, 0.5452654361724854, 2.066206693649292, -0.8259699940681458, 0.9400486946105957, 0.645421028137207, -0.025635600090026855, -0.22850705683231354, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.048394713550806046, -0.7222762107849121, 0.00932001881301403, 0.986594557762146, -0.05397487431764603, -0.30713337659835815, -0.03763193637132645, -1.1183079481124878]","[-0.048394713550806046, -0.7222762107849121, 0.00932001881301403, 0.986594557762146, -0.05397487431764603, -0.30713337659835815, -0.03763193637132645, -1.0]","[0.5689613819122314, -0.20670664310455322, -0.5260322093963623, 0.6266735792160034, 0.24104396998882294, 0.300672322511673, -0.03481169044971466, 790.0]"
144,0,"[0.5554167032241821, -0.19047871232032776, -0.5374943614006042, 0.4781956970691681, 0.24341443181037903, 0.3070265054702759, -0.034709297120571136, -0.0006012974190525711, -0.0387071818113327, -2.0892438888549805, 0.23905503749847412, -1.0748738050460815, -0.14654569327831268, -1.638373851776123, 0.002459905343130231, 0.7178221940994263, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.12565496563911438, 0.07275903224945068, -0.11535239219665527, 0.21555066108703613, 0.12689755856990814, -0.12163945287466049, 0.0842069759964943, -1.3794958591461182]","[0.12565496563911438, 0.07275903224945068, -0.11535239219665527, 0.21555066108703613, 0.12689755856990814, -0.12163945287466049, 0.0842069759964943, -1.0]","[0.5679821968078613, -0.1832028031349182, -0.5490295886993408, 0.4997507631778717, 0.2561042010784149, 0.2948625683784485, -0.026288598775863647, 790.0]"
145,0,"[0.5629330277442932, -0.1773955225944519, -0.5537615418434143, 0.4994087219238281, 0.2573986351490021, 0.2927131950855255, -0.026193706318736076, 0.0001116598941734992, -0.11129520833492279, 0.992608368396759, -0.05137666314840317, 0.7027684450149536, 0.05619996413588524, 0.11493880301713943, 0.006682938896119595, -0.09103255718946457, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.4334002733230591, -0.11208991706371307, 0.0988633930683136, 0.4641340672969818, 0.19357530772686005, 0.3772900104522705, -0.03213781118392944, -1.1975810527801514]","[0.4334002733230591, -0.11208991706371307, 0.0988633930683136, 0.4641340672969818, 0.19357530772686005, 0.3772900104522705, -0.03213781118392944, -1.0]","[0.6062730550765991, -0.18860451877117157, -0.5438752174377441, 0.5458221435546875, 0.2767561674118042, 0.3304421901702881, -0.02940748818218708, 790.0]"
146,0,"[0.6028134822845459, -0.17631804943084717, -0.5450644493103027, 0.5305892825126648, 0.27647891640663147, 0.33758533000946045, -0.02955106645822525, -0.00045115198008716106, 0.8273830413818359, -0.6635776162147522, 0.6690688729286194, 0.4093545079231262, -0.14695467054843903, 0.4685867130756378, -0.009163890033960342, 0.5113199949264526, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.5960704684257507, 0.3770654499530792, -0.8831075429916382, -0.06209363788366318, -0.28450337052345276, 0.1556941568851471, 0.10539013892412186, -1.3307414054870605]","[-0.5960704684257507, 0.3770654499530792, -0.8831075429916382, -0.06209363788366318, -0.28450337052345276, 0.1556941568851471, 0.10539013892412186, -1.0]","[0.5432064533233643, -0.13861149549484253, -0.6333752274513245, 0.5243799090385437, 0.24802857637405396, 0.3531547486782074, -0.019012052565813065, 790.0]"
147,0,"[0.5699101686477661, -0.12557457387447357, -0.5430933833122253, 0.5362396836280823, 0.24472296237945557, 0.35526591539382935, -0.0193779356777668, 0.000487684243125841, -3.3317103385925293, 0.8850771188735962, 1.4777897596359253, -0.8582829236984253, 0.8456926941871643, 0.4892112910747528, -0.03379334881901741, -0.5057594776153564, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.2991609275341034, -0.8552780151367188, 0.3607447147369385, 1.0267142057418823, 0.11661859601736069, -0.330220103263855, -0.06969407200813293, -1.055699110031128]","[0.2991609275341034, -0.8552780151367188, 0.3607447147369385, 1.0, 0.11661859601736069, -0.330220103263855, -0.06969407200813293, -1.0]","[0.5998262763023376, -0.21110236644744873, -0.5070189237594604, 0.6362397074699402, 0.25638481974601746, 0.32224389910697937, -0.026347342878580093, 790.0]"
148,0,"[0.5712608695030212, -0.1821243017911911, -0.5411731004714966, 0.47978317737579346, 0.26124122738838196, 0.3267700970172882, -0.02604408748447895, -0.0010456832824274898, 2.446199417114258, -2.683112621307373, -0.7237114906311035, -1.376878261566162, -0.41097864508628845, -1.85664701461792, 0.11080850660800934, 1.2347643375396729, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.33787158131599426, -0.09524601697921753, -0.7042348384857178, 0.30942896008491516, -0.07277973741292953, -0.47937098145484924, 0.03231438249349594, -1.4174410104751587]","[-0.33787158131599426, -0.09524601697921753, -0.7042348384857178, 0.30942896008491516, -0.07277973741292953, -0.47937098145484924, 0.03231438249349594, -1.0]","[0.537473738193512, -0.19164890050888062, -0.6115965843200684, 0.5107260942459106, 0.25396326184272766, 0.2788330018520355, -0.022812649607658386, 790.0]"
